,HBName,CAName,Year,InjuryType,NumberofDeaths
2482,NHS Greater Glasgow and Clyde,East Renfrewshire,2017,Accidental exposure,4
2483,NHS Greater Glasgow and Clyde,East Renfrewshire,2017,Other,0
2485,NHS Greater Glasgow and Clyde,East Renfrewshire,2018,Land transport accidents,0
2486,NHS Greater Glasgow and Clyde,East Renfrewshire,2018,Poisoning,13
2487,NHS Greater Glasgow and Clyde,East Renfrewshire,2018,Falls,15
2488,NHS Greater Glasgow and Clyde,East Renfrewshire,2018,"Struck by,against",0
2489,NHS Greater Glasgow and Clyde,East Renfrewshire,2018,Crushing,0
2490,NHS Greater Glasgow and Clyde,East Renfrewshire,2018,Scalds,0
2491,NHS Greater Glasgow and Clyde,East Renfrewshire,2018,Accidental exposure,0
2492,NHS Greater Glasgow and Clyde,East Renfrewshire,2018,Other,1
2494,NHS Greater Glasgow and Clyde,East Renfrewshire,2019,Land transport accidents,1
2495,NHS Greater Glasgow and Clyde,East Renfrewshire,2019,Poisoning,10
2496,NHS Greater Glasgow and Clyde,East Renfrewshire,2019,Falls,19
2497,NHS Greater Glasgow and Clyde,East Renfrewshire,2019,"Struck by,against",0
2498,NHS Greater Glasgow and Clyde,East Renfrewshire,2019,Crushing,0
2499,NHS Greater Glasgow and Clyde,East Renfrewshire,2019,Scalds,0
2500,NHS Greater Glasgow and Clyde,East Renfrewshire,2019,Accidental exposure,1
2501,NHS Greater Glasgow and Clyde,East Renfrewshire,2019,Other,2
2503,NHS Greater Glasgow and Clyde,East Renfrewshire,2020,Land transport accidents,1
2504,NHS Greater Glasgow and Clyde,East Renfrewshire,2020,Poisoning,11
2505,NHS Greater Glasgow and Clyde,East Renfrewshire,2020,Falls,11
2506,NHS Greater Glasgow and Clyde,East Renfrewshire,2020,"Struck by,against",0
2507,NHS Greater Glasgow and Clyde,East Renfrewshire,2020,Crushing,0
2508,NHS Greater Glasgow and Clyde,East Renfrewshire,2020,Scalds,0
2509,NHS Greater Glasgow and Clyde,East Renfrewshire,2020,Accidental exposure,1
2510,NHS Greater Glasgow and Clyde,East Renfrewshire,2020,Other,1
2512,NHS Greater Glasgow and Clyde,East Renfrewshire,2021,Land transport accidents,2
2513,NHS Greater Glasgow and Clyde,East Renfrewshire,2021,Poisoning,5
2514,NHS Greater Glasgow and Clyde,East Renfrewshire,2021,Falls,14
2515,NHS Greater Glasgow and Clyde,East Renfrewshire,2021,"Struck by,against",0
2516,NHS Greater Glasgow and Clyde,East Renfrewshire,2021,Crushing,0
2517,NHS Greater Glasgow and Clyde,East Renfrewshire,2021,Scalds,0
2518,NHS Greater Glasgow and Clyde,East Renfrewshire,2021,Accidental exposure,2
2519,NHS Greater Glasgow and Clyde,East Renfrewshire,2021,Other,0
2521,NHS Greater Glasgow and Clyde,Inverclyde,2012,Land transport accidents,2
2522,NHS Greater Glasgow and Clyde,Inverclyde,2012,Poisoning,11
2523,NHS Greater Glasgow and Clyde,Inverclyde,2012,Falls,14
2524,NHS Greater Glasgow and Clyde,Inverclyde,2012,"Struck by,against",0
2525,NHS Greater Glasgow and Clyde,Inverclyde,2012,Crushing,0
2526,NHS Greater Glasgow and Clyde,Inverclyde,2012,Scalds,0
2527,NHS Greater Glasgow and Clyde,Inverclyde,2012,Accidental exposure,1
2528,NHS Greater Glasgow and Clyde,Inverclyde,2012,Other,1
2530,NHS Greater Glasgow and Clyde,Inverclyde,2013,Land transport accidents,0
2531,NHS Greater Glasgow and Clyde,Inverclyde,2013,Poisoning,11
2532,NHS Greater Glasgow and Clyde,Inverclyde,2013,Falls,12
2533,NHS Greater Glasgow and Clyde,Inverclyde,2013,"Struck by,against",0
2534,NHS Greater Glasgow and Clyde,Inverclyde,2013,Crushing,0
2535,NHS Greater Glasgow and Clyde,Inverclyde,2013,Scalds,0
2536,NHS Greater Glasgow and Clyde,Inverclyde,2013,Accidental exposure,4
2537,NHS Greater Glasgow and Clyde,Inverclyde,2013,Other,3
2539,NHS Greater Glasgow and Clyde,Inverclyde,2014,Land transport accidents,1
2540,NHS Greater Glasgow and Clyde,Inverclyde,2014,Poisoning,18
2541,NHS Greater Glasgow and Clyde,Inverclyde,2014,Falls,14
2542,NHS Greater Glasgow and Clyde,Inverclyde,2014,"Struck by,against",0
2543,NHS Greater Glasgow and Clyde,Inverclyde,2014,Crushing,0
2544,NHS Greater Glasgow and Clyde,Inverclyde,2014,Scalds,0
2545,NHS Greater Glasgow and Clyde,Inverclyde,2014,Accidental exposure,2
2546,NHS Greater Glasgow and Clyde,Inverclyde,2014,Other,3
2548,NHS Greater Glasgow and Clyde,Inverclyde,2015,Land transport accidents,4
2549,NHS Greater Glasgow and Clyde,Inverclyde,2015,Poisoning,17
2550,NHS Greater Glasgow and Clyde,Inverclyde,2015,Falls,17
2551,NHS Greater Glasgow and Clyde,Inverclyde,2015,"Struck by,against",0
2552,NHS Greater Glasgow and Clyde,Inverclyde,2015,Crushing,0
2553,NHS Greater Glasgow and Clyde,Inverclyde,2015,Scalds,0
2554,NHS Greater Glasgow and Clyde,Inverclyde,2015,Accidental exposure,1
2555,NHS Greater Glasgow and Clyde,Inverclyde,2015,Other,4
2557,NHS Greater Glasgow and Clyde,Inverclyde,2016,Land transport accidents,0
2558,NHS Greater Glasgow and Clyde,Inverclyde,2016,Poisoning,21
2559,NHS Greater Glasgow and Clyde,Inverclyde,2016,Falls,14
2560,NHS Greater Glasgow and Clyde,Inverclyde,2016,"Struck by,against",0
2561,NHS Greater Glasgow and Clyde,Inverclyde,2016,Crushing,0
2562,NHS Greater Glasgow and Clyde,Inverclyde,2016,Scalds,0
2563,NHS Greater Glasgow and Clyde,Inverclyde,2016,Accidental exposure,1
2564,NHS Greater Glasgow and Clyde,Inverclyde,2016,Other,2
2566,NHS Greater Glasgow and Clyde,Inverclyde,2017,Land transport accidents,4
2567,NHS Greater Glasgow and Clyde,Inverclyde,2017,Poisoning,25
2568,NHS Greater Glasgow and Clyde,Inverclyde,2017,Falls,15
2569,NHS Greater Glasgow and Clyde,Inverclyde,2017,"Struck by,against",0
2570,NHS Greater Glasgow and Clyde,Inverclyde,2017,Crushing,0
2571,NHS Greater Glasgow and Clyde,Inverclyde,2017,Scalds,0
2572,NHS Greater Glasgow and Clyde,Inverclyde,2017,Accidental exposure,3
2573,NHS Greater Glasgow and Clyde,Inverclyde,2017,Other,1
2575,NHS Greater Glasgow and Clyde,Inverclyde,2018,Land transport accidents,0
2576,NHS Greater Glasgow and Clyde,Inverclyde,2018,Poisoning,24
2577,NHS Greater Glasgow and Clyde,Inverclyde,2018,Falls,15
2578,NHS Greater Glasgow and Clyde,Inverclyde,2018,"Struck by,against",0
2579,NHS Greater Glasgow and Clyde,Inverclyde,2018,Crushing,0
2580,NHS Greater Glasgow and Clyde,Inverclyde,2018,Scalds,0
2581,NHS Greater Glasgow and Clyde,Inverclyde,2018,Accidental exposure,5
2582,NHS Greater Glasgow and Clyde,Inverclyde,2018,Other,3
2584,NHS Greater Glasgow and Clyde,Inverclyde,2019,Land transport accidents,1
2585,NHS Greater Glasgow and Clyde,Inverclyde,2019,Poisoning,33
2586,NHS Greater Glasgow and Clyde,Inverclyde,2019,Falls,23
2587,NHS Greater Glasgow and Clyde,Inverclyde,2019,"Struck by,against",0
2588,NHS Greater Glasgow and Clyde,Inverclyde,2019,Crushing,0
2589,NHS Greater Glasgow and Clyde,Inverclyde,2019,Scalds,0
2590,NHS Greater Glasgow and Clyde,Inverclyde,2019,Accidental exposure,1
2591,NHS Greater Glasgow and Clyde,Inverclyde,2019,Other,8
2593,NHS Greater Glasgow and Clyde,Inverclyde,2020,Land transport accidents,3
2594,NHS Greater Glasgow and Clyde,Inverclyde,2020,Poisoning,34
2595,NHS Greater Glasgow and Clyde,Inverclyde,2020,Falls,17
2596,NHS Greater Glasgow and Clyde,Inverclyde,2020,"Struck by,against",0
2597,NHS Greater Glasgow and Clyde,Inverclyde,2020,Crushing,0
2598,NHS Greater Glasgow and Clyde,Inverclyde,2020,Scalds,0
2599,NHS Greater Glasgow and Clyde,Inverclyde,2020,Accidental exposure,0
2600,NHS Greater Glasgow and Clyde,Inverclyde,2020,Other,7
2602,NHS Greater Glasgow and Clyde,Inverclyde,2021,Land transport accidents,4
2603,NHS Greater Glasgow and Clyde,Inverclyde,2021,Poisoning,19
2604,NHS Greater Glasgow and Clyde,Inverclyde,2021,Falls,15
2605,NHS Greater Glasgow and Clyde,Inverclyde,2021,"Struck by,against",0
2606,NHS Greater Glasgow and Clyde,Inverclyde,2021,Crushing,0
2607,NHS Greater Glasgow and Clyde,Inverclyde,2021,Scalds,0
2608,NHS Greater Glasgow and Clyde,Inverclyde,2021,Accidental exposure,0
2609,NHS Greater Glasgow and Clyde,Inverclyde,2021,Other,3
2611,NHS Greater Glasgow and Clyde,Inverclyde,2012,Land transport accidents,2
2612,NHS Greater Glasgow and Clyde,Inverclyde,2012,Poisoning,11
2613,NHS Greater Glasgow and Clyde,Inverclyde,2012,Falls,14
2614,NHS Greater Glasgow and Clyde,Inverclyde,2012,"Struck by,against",0
2615,NHS Greater Glasgow and Clyde,Inverclyde,2012,Crushing,0
2616,NHS Greater Glasgow and Clyde,Inverclyde,2012,Scalds,0
2617,NHS Greater Glasgow and Clyde,Inverclyde,2012,Accidental exposure,1
2618,NHS Greater Glasgow and Clyde,Inverclyde,2012,Other,1
2620,NHS Greater Glasgow and Clyde,Inverclyde,2013,Land transport accidents,0
2621,NHS Greater Glasgow and Clyde,Inverclyde,2013,Poisoning,11
2622,NHS Greater Glasgow and Clyde,Inverclyde,2013,Falls,12
2623,NHS Greater Glasgow and Clyde,Inverclyde,2013,"Struck by,against",0
2624,NHS Greater Glasgow and Clyde,Inverclyde,2013,Crushing,0
2625,NHS Greater Glasgow and Clyde,Inverclyde,2013,Scalds,0
2626,NHS Greater Glasgow and Clyde,Inverclyde,2013,Accidental exposure,4
2627,NHS Greater Glasgow and Clyde,Inverclyde,2013,Other,3
2629,NHS Greater Glasgow and Clyde,Inverclyde,2014,Land transport accidents,1
2630,NHS Greater Glasgow and Clyde,Inverclyde,2014,Poisoning,18
2631,NHS Greater Glasgow and Clyde,Inverclyde,2014,Falls,14
2632,NHS Greater Glasgow and Clyde,Inverclyde,2014,"Struck by,against",0
2633,NHS Greater Glasgow and Clyde,Inverclyde,2014,Crushing,0
2634,NHS Greater Glasgow and Clyde,Inverclyde,2014,Scalds,0
2635,NHS Greater Glasgow and Clyde,Inverclyde,2014,Accidental exposure,2
2636,NHS Greater Glasgow and Clyde,Inverclyde,2014,Other,3
2638,NHS Greater Glasgow and Clyde,Inverclyde,2015,Land transport accidents,4
2639,NHS Greater Glasgow and Clyde,Inverclyde,2015,Poisoning,17
2640,NHS Greater Glasgow and Clyde,Inverclyde,2015,Falls,17
2641,NHS Greater Glasgow and Clyde,Inverclyde,2015,"Struck by,against",0
2642,NHS Greater Glasgow and Clyde,Inverclyde,2015,Crushing,0
2643,NHS Greater Glasgow and Clyde,Inverclyde,2015,Scalds,0
2644,NHS Greater Glasgow and Clyde,Inverclyde,2015,Accidental exposure,1
2645,NHS Greater Glasgow and Clyde,Inverclyde,2015,Other,4
2647,NHS Greater Glasgow and Clyde,Inverclyde,2016,Land transport accidents,0
2648,NHS Greater Glasgow and Clyde,Inverclyde,2016,Poisoning,21
2649,NHS Greater Glasgow and Clyde,Inverclyde,2016,Falls,14
2650,NHS Greater Glasgow and Clyde,Inverclyde,2016,"Struck by,against",0
2651,NHS Greater Glasgow and Clyde,Inverclyde,2016,Crushing,0
2652,NHS Greater Glasgow and Clyde,Inverclyde,2016,Scalds,0
2653,NHS Greater Glasgow and Clyde,Inverclyde,2016,Accidental exposure,1
2654,NHS Greater Glasgow and Clyde,Inverclyde,2016,Other,2
2656,NHS Greater Glasgow and Clyde,Inverclyde,2017,Land transport accidents,4
2657,NHS Greater Glasgow and Clyde,Inverclyde,2017,Poisoning,25
2658,NHS Greater Glasgow and Clyde,Inverclyde,2017,Falls,15
2659,NHS Greater Glasgow and Clyde,Inverclyde,2017,"Struck by,against",0
2660,NHS Greater Glasgow and Clyde,Inverclyde,2017,Crushing,0
2661,NHS Greater Glasgow and Clyde,Inverclyde,2017,Scalds,0
2662,NHS Greater Glasgow and Clyde,Inverclyde,2017,Accidental exposure,3
2663,NHS Greater Glasgow and Clyde,Inverclyde,2017,Other,1
2665,NHS Greater Glasgow and Clyde,Inverclyde,2018,Land transport accidents,0
2666,NHS Greater Glasgow and Clyde,Inverclyde,2018,Poisoning,24
2667,NHS Greater Glasgow and Clyde,Inverclyde,2018,Falls,15
2668,NHS Greater Glasgow and Clyde,Inverclyde,2018,"Struck by,against",0
2669,NHS Greater Glasgow and Clyde,Inverclyde,2018,Crushing,0
2670,NHS Greater Glasgow and Clyde,Inverclyde,2018,Scalds,0
2671,NHS Greater Glasgow and Clyde,Inverclyde,2018,Accidental exposure,5
2672,NHS Greater Glasgow and Clyde,Inverclyde,2018,Other,3
2674,NHS Greater Glasgow and Clyde,Inverclyde,2019,Land transport accidents,1
2675,NHS Greater Glasgow and Clyde,Inverclyde,2019,Poisoning,33
2676,NHS Greater Glasgow and Clyde,Inverclyde,2019,Falls,23
2677,NHS Greater Glasgow and Clyde,Inverclyde,2019,"Struck by,against",0
2678,NHS Greater Glasgow and Clyde,Inverclyde,2019,Crushing,0
2679,NHS Greater Glasgow and Clyde,Inverclyde,2019,Scalds,0
2680,NHS Greater Glasgow and Clyde,Inverclyde,2019,Accidental exposure,1
2681,NHS Greater Glasgow and Clyde,Inverclyde,2019,Other,8
2683,NHS Greater Glasgow and Clyde,Inverclyde,2020,Land transport accidents,3
2684,NHS Greater Glasgow and Clyde,Inverclyde,2020,Poisoning,34
2685,NHS Greater Glasgow and Clyde,Inverclyde,2020,Falls,17
2686,NHS Greater Glasgow and Clyde,Inverclyde,2020,"Struck by,against",0
2687,NHS Greater Glasgow and Clyde,Inverclyde,2020,Crushing,0
2688,NHS Greater Glasgow and Clyde,Inverclyde,2020,Scalds,0
2689,NHS Greater Glasgow and Clyde,Inverclyde,2020,Accidental exposure,0
2690,NHS Greater Glasgow and Clyde,Inverclyde,2020,Other,7
2692,NHS Greater Glasgow and Clyde,Inverclyde,2021,Land transport accidents,4
2693,NHS Greater Glasgow and Clyde,Inverclyde,2021,Poisoning,19
2694,NHS Greater Glasgow and Clyde,Inverclyde,2021,Falls,15
2695,NHS Greater Glasgow and Clyde,Inverclyde,2021,"Struck by,against",0
2696,NHS Greater Glasgow and Clyde,Inverclyde,2021,Crushing,0
2697,NHS Greater Glasgow and Clyde,Inverclyde,2021,Scalds,0
2698,NHS Greater Glasgow and Clyde,Inverclyde,2021,Accidental exposure,0
2699,NHS Greater Glasgow and Clyde,Inverclyde,2021,Other,3
2701,NHS Greater Glasgow and Clyde,Renfrewshire,2012,Land transport accidents,7
2702,NHS Greater Glasgow and Clyde,Renfrewshire,2012,Poisoning,28
2703,NHS Greater Glasgow and Clyde,Renfrewshire,2012,Falls,25
2704,NHS Greater Glasgow and Clyde,Renfrewshire,2012,"Struck by,against",0
2705,NHS Greater Glasgow and Clyde,Renfrewshire,2012,Crushing,0
2706,NHS Greater Glasgow and Clyde,Renfrewshire,2012,Scalds,0
2707,NHS Greater Glasgow and Clyde,Renfrewshire,2012,Accidental exposure,3
2708,NHS Greater Glasgow and Clyde,Renfrewshire,2012,Other,2
2710,NHS Greater Glasgow and Clyde,Renfrewshire,2013,Land transport accidents,3
2711,NHS Greater Glasgow and Clyde,Renfrewshire,2013,Poisoning,19
2712,NHS Greater Glasgow and Clyde,Renfrewshire,2013,Falls,25
2713,NHS Greater Glasgow and Clyde,Renfrewshire,2013,"Struck by,against",0
2714,NHS Greater Glasgow and Clyde,Renfrewshire,2013,Crushing,0
2715,NHS Greater Glasgow and Clyde,Renfrewshire,2013,Scalds,0
2716,NHS Greater Glasgow and Clyde,Renfrewshire,2013,Accidental exposure,6
2717,NHS Greater Glasgow and Clyde,Renfrewshire,2013,Other,6
2719,NHS Greater Glasgow and Clyde,Renfrewshire,2014,Land transport accidents,7
2720,NHS Greater Glasgow and Clyde,Renfrewshire,2014,Poisoning,23
2721,NHS Greater Glasgow and Clyde,Renfrewshire,2014,Falls,23
2722,NHS Greater Glasgow and Clyde,Renfrewshire,2014,"Struck by,against",0
2723,NHS Greater Glasgow and Clyde,Renfrewshire,2014,Crushing,0
2724,NHS Greater Glasgow and Clyde,Renfrewshire,2014,Scalds,0
2725,NHS Greater Glasgow and Clyde,Renfrewshire,2014,Accidental exposure,2
2726,NHS Greater Glasgow and Clyde,Renfrewshire,2014,Other,4
2728,NHS Greater Glasgow and Clyde,Renfrewshire,2015,Land transport accidents,5
2729,NHS Greater Glasgow and Clyde,Renfrewshire,2015,Poisoning,19
2730,NHS Greater Glasgow and Clyde,Renfrewshire,2015,Falls,16
2731,NHS Greater Glasgow and Clyde,Renfrewshire,2015,"Struck by,against",0
2732,NHS Greater Glasgow and Clyde,Renfrewshire,2015,Crushing,0
2733,NHS Greater Glasgow and Clyde,Renfrewshire,2015,Scalds,0
2734,NHS Greater Glasgow and Clyde,Renfrewshire,2015,Accidental exposure,3
2735,NHS Greater Glasgow and Clyde,Renfrewshire,2015,Other,2
2737,NHS Greater Glasgow and Clyde,Renfrewshire,2016,Land transport accidents,4
2738,NHS Greater Glasgow and Clyde,Renfrewshire,2016,Poisoning,40
2739,NHS Greater Glasgow and Clyde,Renfrewshire,2016,Falls,30
2740,NHS Greater Glasgow and Clyde,Renfrewshire,2016,"Struck by,against",0
2741,NHS Greater Glasgow and Clyde,Renfrewshire,2016,Crushing,0
2742,NHS Greater Glasgow and Clyde,Renfrewshire,2016,Scalds,0
2743,NHS Greater Glasgow and Clyde,Renfrewshire,2016,Accidental exposure,3
2744,NHS Greater Glasgow and Clyde,Renfrewshire,2016,Other,6
2746,NHS Greater Glasgow and Clyde,Renfrewshire,2017,Land transport accidents,2
2747,NHS Greater Glasgow and Clyde,Renfrewshire,2017,Poisoning,44
2748,NHS Greater Glasgow and Clyde,Renfrewshire,2017,Falls,33
2749,NHS Greater Glasgow and Clyde,Renfrewshire,2017,"Struck by,against",0
2750,NHS Greater Glasgow and Clyde,Renfrewshire,2017,Crushing,0
2751,NHS Greater Glasgow and Clyde,Renfrewshire,2017,Scalds,1
2752,NHS Greater Glasgow and Clyde,Renfrewshire,2017,Accidental exposure,4
2753,NHS Greater Glasgow and Clyde,Renfrewshire,2017,Other,6
2755,NHS Greater Glasgow and Clyde,Renfrewshire,2018,Land transport accidents,5
2756,NHS Greater Glasgow and Clyde,Renfrewshire,2018,Poisoning,53
2757,NHS Greater Glasgow and Clyde,Renfrewshire,2018,Falls,23
2758,NHS Greater Glasgow and Clyde,Renfrewshire,2018,"Struck by,against",0
2759,NHS Greater Glasgow and Clyde,Renfrewshire,2018,Crushing,0
2760,NHS Greater Glasgow and Clyde,Renfrewshire,2018,Scalds,0
2761,NHS Greater Glasgow and Clyde,Renfrewshire,2018,Accidental exposure,3
2762,NHS Greater Glasgow and Clyde,Renfrewshire,2018,Other,9
2764,NHS Greater Glasgow and Clyde,Renfrewshire,2019,Land transport accidents,4
2765,NHS Greater Glasgow and Clyde,Renfrewshire,2019,Poisoning,49
2766,NHS Greater Glasgow and Clyde,Renfrewshire,2019,Falls,30
2767,NHS Greater Glasgow and Clyde,Renfrewshire,2019,"Struck by,against",0
2768,NHS Greater Glasgow and Clyde,Renfrewshire,2019,Crushing,0
2769,NHS Greater Glasgow and Clyde,Renfrewshire,2019,Scalds,0
2770,NHS Greater Glasgow and Clyde,Renfrewshire,2019,Accidental exposure,2
2771,NHS Greater Glasgow and Clyde,Renfrewshire,2019,Other,0
2773,NHS Greater Glasgow and Clyde,Renfrewshire,2020,Land transport accidents,4
2774,NHS Greater Glasgow and Clyde,Renfrewshire,2020,Poisoning,65
2775,NHS Greater Glasgow and Clyde,Renfrewshire,2020,Falls,20
2776,NHS Greater Glasgow and Clyde,Renfrewshire,2020,"Struck by,against",0
2777,NHS Greater Glasgow and Clyde,Renfrewshire,2020,Crushing,0
2778,NHS Greater Glasgow and Clyde,Renfrewshire,2020,Scalds,0
2779,NHS Greater Glasgow and Clyde,Renfrewshire,2020,Accidental exposure,4
2780,NHS Greater Glasgow and Clyde,Renfrewshire,2020,Other,3
2782,NHS Greater Glasgow and Clyde,Renfrewshire,2021,Land transport accidents,1
2783,NHS Greater Glasgow and Clyde,Renfrewshire,2021,Poisoning,53
2784,NHS Greater Glasgow and Clyde,Renfrewshire,2021,Falls,41
2785,NHS Greater Glasgow and Clyde,Renfrewshire,2021,"Struck by,against",0
2786,NHS Greater Glasgow and Clyde,Renfrewshire,2021,Crushing,0
2787,NHS Greater Glasgow and Clyde,Renfrewshire,2021,Scalds,0
2788,NHS Greater Glasgow and Clyde,Renfrewshire,2021,Accidental exposure,7
2789,NHS Greater Glasgow and Clyde,Renfrewshire,2021,Other,3
2791,NHS Greater Glasgow and Clyde,Renfrewshire,2012,Land transport accidents,7
2792,NHS Greater Glasgow and Clyde,Renfrewshire,2012,Poisoning,28
2793,NHS Greater Glasgow and Clyde,Renfrewshire,2012,Falls,25
2794,NHS Greater Glasgow and Clyde,Renfrewshire,2012,"Struck by,against",0
2795,NHS Greater Glasgow and Clyde,Renfrewshire,2012,Crushing,0
2796,NHS Greater Glasgow and Clyde,Renfrewshire,2012,Scalds,0
2797,NHS Greater Glasgow and Clyde,Renfrewshire,2012,Accidental exposure,3
2798,NHS Greater Glasgow and Clyde,Renfrewshire,2012,Other,2
2800,NHS Greater Glasgow and Clyde,Renfrewshire,2013,Land transport accidents,3
2801,NHS Greater Glasgow and Clyde,Renfrewshire,2013,Poisoning,19
2802,NHS Greater Glasgow and Clyde,Renfrewshire,2013,Falls,25
2803,NHS Greater Glasgow and Clyde,Renfrewshire,2013,"Struck by,against",0
2804,NHS Greater Glasgow and Clyde,Renfrewshire,2013,Crushing,0
2805,NHS Greater Glasgow and Clyde,Renfrewshire,2013,Scalds,0
2806,NHS Greater Glasgow and Clyde,Renfrewshire,2013,Accidental exposure,6
2807,NHS Greater Glasgow and Clyde,Renfrewshire,2013,Other,6
2809,NHS Greater Glasgow and Clyde,Renfrewshire,2014,Land transport accidents,7
2810,NHS Greater Glasgow and Clyde,Renfrewshire,2014,Poisoning,23
2811,NHS Greater Glasgow and Clyde,Renfrewshire,2014,Falls,23
2812,NHS Greater Glasgow and Clyde,Renfrewshire,2014,"Struck by,against",0
2813,NHS Greater Glasgow and Clyde,Renfrewshire,2014,Crushing,0
2814,NHS Greater Glasgow and Clyde,Renfrewshire,2014,Scalds,0
2815,NHS Greater Glasgow and Clyde,Renfrewshire,2014,Accidental exposure,2
2816,NHS Greater Glasgow and Clyde,Renfrewshire,2014,Other,4
2818,NHS Greater Glasgow and Clyde,Renfrewshire,2015,Land transport accidents,5
